-0.4435034	1.368707	0.93462265	0.0059179203	0.4346164	-0.28154904	0.40377203	1.1660362	-0.7010958	-0.60327554	0.15887651	-1.0687895	-0.72174966	0.34058952	-0.20643619	-0.10289208	0.7523402	-0.23801407	-0.3043359	-1.1440121	-0.043764766	-0.55662197	0.5104466	-0.11158158	-0.42664522	-0.2610848	0.4304347	0.2506046	0.07654675	0.03848608	0.06453959	-0.49054235	0.45335957	-0.20853983	0.01480334	0.62387574	0.38884798	-1.077909	-0.30256128	-1.0013958	-0.0064241257	-0.11380308	0.4741895	0.85487866	0.8529171	-0.15389088	-1.5340438	-0.28315902	0.5667541	1.1874195	0.12501477	-0.78574336	0.06519677	-0.39827886	-0.5309708	0.35914227	-0.25790235	-0.12432645	-0.73636293	-0.07760033	-0.06358226	-0.10743313	0.11243165	-0.19074349	-0.9621412	0.12347002	0.5047043	0.58204025	-0.52463275	0.45392847	-0.3044443	0.8719251	0.4763711	-0.365028	0.42945105	0.652609	0.90058136	-0.21188688	-0.2424645	-0.25519928	-0.20767628	-0.10573611	-0.27044678	0.91936624	0.30366623	-0.10829214	0.19782218	0.78073335	0.34348175	0.40445015	0.41807392	0.112764224	-0.36170673	-0.50040865	1.0842154	0.7896331	-0.0071361973	-0.51936424	1.01122	0.44246072
0.16946737	0.84784776	0.30677974	0.6978265	0.6152376	-0.54144436	0.980087	1.4773859	-0.84153014	-0.31375402	0.16354121	-1.092341	-0.0063186027	1.1891896	-0.13774373	0.22158283	1.3486692	0.03915411	0.23942804	-1.2720393	0.36479497	-0.01608832	0.8421983	-0.498714	-0.045554597	0.11034656	-0.4372568	0.28618115	-0.24522927	0.45574456	0.9925247	0.101918966	0.72671896	-0.46078828	-0.13729617	1.1448383	0.6691441	-0.63590413	-0.599284	-0.6902785	0.39488357	-0.9309911	-0.15438972	0.4103318	1.0446303	0.17879784	-0.71087766	-0.6327967	0.3899792	0.24282165	0.3268318	-0.7832548	-0.25810185	0.36645445	-0.40795386	0.46459368	-0.09004682	-0.34769213	-0.23259676	0.26028287	0.19060124	-0.50390774	0.59715223	-0.07315067	-0.90747726	0.23968445	0.35626733	0.19330914	-1.1708866	1.0832448	-0.52191985	0.1727033	0.2915253	0.2737541	0.33135822	0.26628885	0.11787659	0.378631	-0.032095596	0.17564815	-0.5156417	-0.2932245	-0.8097457	0.65763366	0.013827325	-0.50943565	0.79982215	0.77095854	0.58751446	0.1572329	0.75419307	0.13210934	-0.34952837	-0.16592868	0.7961071	0.41359326	0.62028384	-0.34736964	0.32855695	0.68798417
-0.2899751	1.2449092	0.7480484	0.1266298	0.62138635	-0.22530667	0.25978225	1.2373829	-0.77159256	-0.355796	-0.026351426	-1.0074385	-0.39896435	0.45371398	-0.17504759	-0.19730975	0.7475685	-0.18639036	-0.29208744	-1.2759669	-0.18180141	-0.50956124	0.59714544	-0.24204734	-0.36406413	-0.11088225	0.324334	0.31397298	-0.23822421	0.17293148	0.37870404	-0.56833833	0.43697885	-0.3941456	-0.14044584	0.78960854	0.3257419	-0.7680606	-0.4702134	-0.7755312	0.047577593	-0.15487346	0.30229867	0.7222986	0.7964862	-0.22787824	-1.380867	-0.40374604	0.44558522	1.0076964	0.33727035	-0.8373447	-0.05436417	-0.31618407	-0.6971558	0.17781223	-0.2256376	-0.27405807	-0.69901043	0.05845463	-0.03128539	-0.23192666	0.47958	-0.13341042	-0.9959981	0.21306111	0.5071662	0.5706203	-0.80817026	0.63308746	-0.1613247	0.83382463	0.4278613	-0.08959112	0.3342094	0.5073068	0.6315781	0.071568154	-0.084619276	-0.25632778	-0.36231923	-0.15239248	-0.40347767	0.7213586	0.05899884	-0.14109439	0.35337323	0.86032814	0.6402165	0.39690474	0.4646941	0.2485081	-0.07544306	-0.5020854	1.0120363	0.68795675	0.13046241	-0.39582652	0.8558177	0.19925869
-0.43785587	1.4060708	0.8710858	0.032488838	0.53735447	-0.32383448	0.34146214	1.2609088	-0.71510553	-0.5533897	0.052872933	-0.9593825	-0.68489605	0.30429724	-0.20664175	-0.16293369	0.7170288	-0.29642367	-0.3048422	-1.2227274	-0.084451094	-0.5862301	0.6312644	-0.21490149	-0.5202938	-0.18073437	0.3715425	0.23183738	-0.011284219	0.07444107	0.20889762	-0.5366028	0.36281085	-0.24778771	-0.017100053	0.7604263	0.2765161	-0.94993424	-0.39864573	-0.9165625	0.06429353	-0.042798992	0.4792629	0.83952063	0.8631299	-0.15984504	-1.4630005	-0.37003386	0.5045315	1.1671504	0.32269454	-0.8285975	0.04189382	-0.45787114	-0.6887153	0.3112474	-0.20593046	-0.03154858	-0.7095613	-0.07029381	-0.0021788392	-0.08550548	0.24294715	-0.17417157	-0.92569417	0.12614316	0.5673788	0.60837406	-0.58435893	0.3965055	-0.25574115	0.80580616	0.43820646	-0.21021739	0.40351424	0.62674206	0.73733467	-0.13103592	-0.18825467	-0.2353827	-0.25953084	0.048047848	-0.3134174	0.8939425	0.21562958	-0.16013543	0.3324765	0.89444685	0.4605959	0.34881496	0.44275007	0.18404324	-0.30559424	-0.56526273	1.1779065	0.7953133	0.053963013	-0.48272696	0.95661396	0.31556296
-0.15011962	1.0090194	0.4239051	0.41268438	0.55353	-0.35105973	0.7265226	1.257804	-0.8198533	-0.34111714	0.07101643	-0.8956699	-0.2584163	0.7135081	-0.23478754	0.055018928	0.943107	-0.05512521	0.012050242	-1.1928707	0.07361583	-0.24266075	0.6489441	-0.298082	-0.17367233	-0.06388052	-0.0754819	0.26312804	-0.24165283	0.3295046	0.63366497	-0.24012043	0.6253489	-0.39942145	-0.098248936	0.9228388	0.38486147	-0.5924497	-0.4880146	-0.788499	0.26214558	-0.5415347	0.039994366	0.7195467	0.9741229	-0.10358866	-1.0632459	-0.41917777	0.41068918	0.60541177	0.28947052	-0.8152538	-0.052479193	-0.15932341	-0.44272795	0.3562516	-0.22665468	-0.32145327	-0.4387153	0.051173165	0.09175805	-0.4147498	0.61065346	-0.17601879	-0.93042576	0.11276499	0.48354074	0.48518205	-0.9110131	0.7783198	-0.42675292	0.53152186	0.34863633	0.09503028	0.39983338	0.470454	0.34554306	0.21547726	0.012624652	-0.06822507	-0.38596502	-0.23331094	-0.5192113	0.7547521	0.04279924	-0.4232548	0.6366841	0.76327896	0.51918614	0.24497393	0.5954032	0.16400653	-0.2161052	-0.26211897	0.9352725	0.40825754	0.37040883	-0.35477442	0.61763114	0.52724534
-0.24705803	1.024848	0.4865377	0.22152846	0.46995232	-0.33644044	0.43564242	1.2161319	-0.6715477	-0.36336148	-0.043308493	-0.9082329	-0.35535344	0.46417528	-0.21787763	-0.19299611	0.6719911	-0.19523834	-0.1068093	-1.1113319	-0.043901075	-0.30495888	0.69854623	-0.22227435	-0.360473	-0.104949735	0.07513593	0.24182932	-0.26990235	0.15338095	0.51212764	-0.46201593	0.44719332	-0.37228462	-0.17380314	0.94757015	0.36635384	-0.5648083	-0.4748096	-0.63426304	0.22191793	-0.29364082	0.15901369	0.5928318	0.7160546	-0.20750055	-1.1149796	-0.35545003	0.44472316	0.7812651	0.3952291	-0.81750476	0.02125157	-0.15890726	-0.647116	0.31356075	-0.09518822	-0.25749704	-0.50871015	0.036311913	0.07154525	-0.25743636	0.5802448	-0.21942666	-0.87169784	0.21775582	0.37032786	0.47791436	-0.8130093	0.5729847	-0.2073596	0.59660816	0.38463008	0.1075596	0.37617314	0.49871096	0.36207664	0.18907513	-0.09088937	-0.11644524	-0.4146985	-0.062113676	-0.45314547	0.61911887	-0.023961168	-0.25561062	0.53010154	0.8596019	0.56709176	0.331239	0.5344122	0.250517	-0.19360875	-0.37329835	1.013879	0.5995194	0.24723823	-0.35134467	0.6191224	0.219514
0.2937177	0.70328605	0.14224783	0.7599308	0.6198231	-0.5403403	1.1210859	1.4952043	-0.8726215	-0.28077197	0.18902233	-1.03786	0.14742151	1.2560909	-0.13460986	0.18822087	1.3688875	0.08906752	0.37360364	-1.234589	0.41835243	0.09720483	0.8559143	-0.531195	0.0269295	0.11357732	-0.54699236	0.30726025	-0.3598803	0.44887766	1.1363447	0.1595451	0.6889456	-0.55474275	-0.1541893	1.2102685	0.61668247	-0.46178937	-0.64295006	-0.7205725	0.50764495	-0.9911011	-0.11837173	0.31944063	1.0084562	0.1005493	-0.70677376	-0.6278308	0.36875415	0.10089241	0.31019488	-0.8140552	-0.26558858	0.38159835	-0.34543213	0.41756126	-0.099884674	-0.36439422	-0.17908818	0.2555673	0.23140489	-0.61330235	0.7662125	-0.11531152	-0.9045551	0.33480096	0.29731306	0.23201898	-1.3481103	1.0791346	-0.51468843	0.1654085	0.2786611	0.33173388	0.43980402	0.17316788	0.018775368	0.59010386	-0.005991679	0.20421831	-0.52565527	-0.3562392	-0.96811503	0.6376633	-0.07916564	-0.5593501	1.0041084	0.7514379	0.65035313	0.20574237	0.79505605	0.17760876	-0.34041834	-0.029838296	0.80163574	0.35467085	0.72143906	-0.33148327	0.2855638	0.5513005
-0.28865886	1.2336618	0.7568577	0.17624116	0.50529885	-0.33014926	0.4162246	1.2596152	-0.72349846	-0.5357856	0.02410374	-0.88214827	-0.6153204	0.40519512	-0.22580878	-0.08799092	0.7108809	-0.24735552	-0.26374334	-1.2739316	-0.032952905	-0.48173034	0.62489706	-0.27553317	-0.44299594	-0.1238119	0.23337859	0.25842047	-0.08768074	0.18418524	0.32080743	-0.45820582	0.41969565	-0.33024997	-0.072496176	0.7551843	0.2568524	-0.8211534	-0.43551102	-0.86640877	0.1184716	-0.18781863	0.3471185	0.7893962	0.86717343	-0.15967631	-1.3482274	-0.38114378	0.5145995	1.060402	0.3104243	-0.7864345	0.02479682	-0.37277266	-0.66667163	0.33395368	-0.19692092	-0.06733094	-0.6320781	0.040845186	0.1048748	-0.1077767	0.30266643	-0.1305969	-0.88880616	0.15887043	0.52319485	0.6348724	-0.6236745	0.48764712	-0.23918481	0.6803471	0.38571516	-0.15435168	0.3805341	0.5835866	0.6326191	-0.034738086	-0.06822247	-0.22292899	-0.31091675	0.011679945	-0.4141441	0.84913486	0.16946141	-0.21916829	0.46189004	0.8721905	0.5108129	0.32093862	0.4881926	0.1790611	-0.27446026	-0.46812853	1.0914572	0.722685	0.122021034	-0.46678397	0.846966	0.31264386
-0.32658467	1.2271518	0.69707674	0.23934756	0.4860869	-0.36008063	0.64547074	1.2267196	-0.73877287	-0.4707905	0.19235851	-1.0933627	-0.44572827	0.5596956	-0.15577225	-0.029861405	0.85916144	-0.12020539	-0.1038434	-1.0722315	-0.033901174	-0.36632434	0.57313067	-0.2032712	-0.25525454	-0.20447712	0.17148419	0.27618116	-0.027910775	0.10234275	0.41653252	-0.37049687	0.53528833	-0.17117013	-0.056589514	0.77722657	0.45334184	-0.8180591	-0.3565295	-0.92978305	0.16806687	-0.35081136	0.23733489	0.74837285	0.87915367	-0.15226865	-1.2641457	-0.3301539	0.4999706	0.8340294	0.17675775	-0.93354785	0.012865633	-0.24832517	-0.4188371	0.43496022	-0.2452511	-0.26975814	-0.5790105	-0.095207475	-0.07118643	-0.31682494	0.4414625	-0.23258702	-1.0154176	0.17442018	0.4071991	0.47545677	-0.7671257	0.577493	-0.4613794	0.75396883	0.4830644	-0.099064335	0.44397044	0.565274	0.5861688	-0.07829003	-0.20024347	-0.09043017	-0.26208025	-0.19455196	-0.4380528	0.8670034	0.19463092	-0.2759969	0.36035064	0.6999006	0.3973636	0.3806151	0.52422804	0.120809965	-0.3713767	-0.34224325	1.0753906	0.64151984	0.25802743	-0.40377596	0.83505005	0.47908342
-0.08711569	1.0024427	0.52396303	0.37907085	0.5509899	-0.42529443	0.60175496	1.3125501	-0.7342597	-0.4034681	0.06259918	-0.9352163	-0.28902262	0.7093426	-0.17313012	0.009275629	0.93870205	-0.15613548	-0.0014439229	-1.2158486	0.09926722	-0.24048641	0.6777366	-0.3842985	-0.26568162	-0.053055853	-0.08619481	0.28976017	-0.17566426	0.21749355	0.62629807	-0.24651614	0.54884857	-0.34612	-0.1328291	0.96453834	0.38715902	-0.6430397	-0.5273956	-0.785641	0.23061341	-0.4411727	0.1757666	0.5589705	0.8868126	-0.064841546	-1.0589186	-0.4672667	0.47189966	0.6841725	0.3366857	-0.7393544	-0.09598815	-0.010938975	-0.49571994	0.297378	-0.15539832	-0.25479898	-0.43970987	0.10466665	0.12811375	-0.29230225	0.5451164	-0.1647894	-0.9183203	0.19557329	0.43473828	0.3794364	-0.8970216	0.73614436	-0.3502075	0.51170063	0.3360019	0.0059320643	0.4034457	0.4111596	0.3500246	0.17172045	-0.07376055	-0.09778801	-0.38881847	-0.1462565	-0.5878052	0.76959705	0.07014424	-0.30051202	0.58736265	0.8212176	0.5731262	0.3008035	0.563392	0.18092637	-0.2757548	-0.2971096	0.9668156	0.52091485	0.2473379	-0.34726062	0.6254569	0.39279175
